Product ID,Handle,Title,URL,Status,Published,Total Variants,In Stock Variants,Out of Stock Variants
9329747099921,performance-t-shirt-unisex-awa,Performance T-Shirt-Unisex--AWA - March,https://www.rudis.com/products/performance-t-shirt-unisex-awa,Archived,false,10,0,10
9360109601041,a-way-of-life-classic-long-sleeve-unisex-mwc,A Way Of Life Classic Long Sleeve-Unisex--MWC,https://www.rudis.com/products/a-way-of-life-classic-long-sleeve-unisex-mwc,Archived,false,10,0,10
9329747460369,adaptive-gearpack-unisex-awa,Adaptive Gearpack-Unisex--AWA,https://www.rudis.com/products/adaptive-gearpack-unisex-awa,Archived,false,1,0,1
9328861217041,elite-singlet-mens-rakoczy,Elite Singlet-Men's--Rakoczy,https://www.rudis.com/products/elite-singlet-mens-rakoczy,Archived,false,14,0,14
9359328215313,elite-singlet-mens-carolina-takedown-wc-team-store,Elite Singlet-Men's--Carolina Takedown WC Team Store,https://www.rudis.com/products/elite-singlet-mens-carolina-takedown-wc-team-store,Archived,false,14,0,14
9360110682385,adaptive-gearpack-unisex-mwc,Adaptive Gearpack-Unisex--MWC,https://www.rudis.com/products/adaptive-gearpack-unisex-mwc,Archived,false,1,0,1
9321506636049,elite-super-soft-t-shirt-unisex-the-best-wrestler,Elite Super Soft T-Shirt-Unisex--The Best Wrestler,https://www.rudis.com/products/elite-super-soft-t-shirt-unisex-the-best-wrestler,Archived,false,20,0,20
9329747263761,cutoff-hoodie-mens-awa,Cutoff Hoodie-Men's--AWA,https://www.rudis.com/products/cutoff-hoodie-mens-awa,Archived,false,6,0,6
9330476744977,elite-singlet-mens-spring-hills-wrestling-club-red-1,Elite Singlet-Men's--Spring Hills Wrestling Club - Red - March,https://www.rudis.com/products/elite-singlet-mens-spring-hills-wrestling-club-red-1,Archived,false,14,0,14
9302691709201,compression-shirt-unisex-checkmat,Compression Shirt-Unisex--Checkmat,https://www.rudis.com/products/compression-shirt-unisex-checkmat,Archived,false,10,0,10
9360110158097,8-mesh-shorts-unisex-mwc,"8"" Mesh Shorts-Unisex--MWC",https://www.rudis.com/products/8-mesh-shorts-unisex-mwc,Archived,false,10,0,10
9360110354705,go-to-polo-mens-mwc-lunar,Go-To Polo-Men's--MWC - Lunar,https://www.rudis.com/products/go-to-polo-mens-mwc-lunar,Archived,false,7,0,7
9321505947921,elite-singlet-mens-the-best-wrestler-blue,Elite Singlet-Men's--The Best Wrestler - Blue,https://www.rudis.com/products/elite-singlet-mens-the-best-wrestler-blue,Archived,false,14,0,14
9359747875089,te-full-zip-jacket-unisex-elko,TE Full Zip Jacket-Unisex--Elko,https://www.rudis.com/products/te-full-zip-jacket-unisex-elko,Archived,false,7,0,7
9360357359889,elite-super-soft-t-shirt-unisex-edge-wc-throwback-white,Elite Super Soft T-Shirt-Unisex--Edge WC - Throwback,https://www.rudis.com/products/elite-super-soft-t-shirt-unisex-edge-wc-throwback-white,Archived,false,20,0,20
9360280551697,elite-singlet-mens-pure-impact,Elite Singlet-Men's--Pure Impact March,https://www.rudis.com/products/elite-singlet-mens-pure-impact,Archived,false,14,0,14
9330436669713,elite-singlet-mens-deer-creek,Elite Singlet-Men's--Deer Creek,https://www.rudis.com/products/elite-singlet-mens-deer-creek,Archived,false,14,0,14
9328987013393,super-soft-tee-unisex-blue-white-wc,Super Soft Tee-Unisex--Blue & White WC,https://www.rudis.com/products/super-soft-tee-unisex-blue-white-wc,Archived,false,10,0,10
9360110256401,go-to-polo-mens-mwc-black,Go-To Polo-Men's--MWC - Black,https://www.rudis.com/products/go-to-polo-mens-mwc-black,Archived,false,7,0,7
9359748137233,super-soft-tee-unisex-elko-3peat-1,Super Soft Tee-Unisex--Elko-3peat,https://www.rudis.com/products/super-soft-tee-unisex-elko-3peat-1,Archived,false,10,0,10
9363099156753,genesis-iv-gearpack-unisex-middle-tn-freco-march-24,Genesis IV Gearpack-Unisex--Middle TN Freco March '24,https://www.rudis.com/products/genesis-iv-gearpack-unisex-middle-tn-freco-march-24,Archived,false,1,0,1
9321506308369,cool-touch-crewneck-unisex-the-best-wrestler,Cool-Touch Crewneck-Unisex--The Best Wrestler,https://www.rudis.com/products/cool-touch-crewneck-unisex-the-best-wrestler,Archived,false,16,0,16
9329745133841,super-soft-tee-unisex-awa,Super Soft Tee-Unisex--AWA,https://www.rudis.com/products/super-soft-tee-unisex-awa,Archived,false,10,0,10
9329745461521,trucker-hat-unisex-awa,Trucker Hat-Unisex--AWA - March,https://www.rudis.com/products/trucker-hat-unisex-awa,Archived,false,1,0,1
9329815159057,performance-uniform-shorts-unisex-spring-hills-wrestling-club,Performance Uniform Shorts-Unisex--Spring Hills Wrestling Club - March,https://www.rudis.com/products/performance-uniform-shorts-unisex-spring-hills-wrestling-club,Archived,false,6,0,6
9359747973393,super-soft-tee-unisex-elko-3peat,Super Soft Tee-Unisex--Elko-3peat,https://www.rudis.com/products/super-soft-tee-unisex-elko-3peat,Archived,false,10,0,10
9359747514641,cool-touch-crewneck-unisex-elko,Cool-Touch Crewneck-Unisex--Elko,https://www.rudis.com/products/cool-touch-crewneck-unisex-elko,Archived,false,8,0,8
9360109699345,cool-touch-crewneck-unisex-mwc,Cool-Touch Crewneck-Unisex--MWC,https://www.rudis.com/products/cool-touch-crewneck-unisex-mwc,Archived,false,8,0,8
9329040261393,cool-touch-jogger-unisex-rakoczy,Cool-Touch Jogger-Unisex--Rakoczy,https://www.rudis.com/products/cool-touch-jogger-unisex-rakoczy,Archived,false,9,0,9
9329224384785,tradition-jogger-unisex-84-athletes,Tradition Jogger-Unisex--84 Athletes,https://www.rudis.com/products/tradition-jogger-unisex-84-athletes,Archived,false,9,0,9
9322201350417,womens-elite-singlet-womens-the-best-wrestler-blue,Women's Elite Singlet-Women's--The Best Wrestler - Blue,https://www.rudis.com/products/womens-elite-singlet-womens-the-best-wrestler-blue,Archived,false,14,0,14
9361745936657,elite-singlet-mens-south-orange-wrestling-club-team-store-blue,Elite Singlet-Men's--South Orange Wrestling Club Team Store (Blue) (closed),https://www.rudis.com/products/elite-singlet-mens-south-orange-wrestling-club-team-store-blue,Archived,false,14,0,14
